year,month,mileage,daily_km,hybrid,displace_cc,weight_kg,age_month,temp_ave,gasprice,pop_density
2007,12,14.13,31.3,0,1320,1275,72,7.5,155.975,234
2007,12,12.28,1.5,0,1320,1275,9,6.3,155.75,186
2007,12,17.13,80.5,0,1330,1355,19,8.4,156.375,273
2007,12,16,35.3,0,1330,1120,140,8.4,156.375,273
2007,12,3.97,6.4,0,1330,1265,73,9.1,154,536
2007,12,17.3,40.9,1,1330,1575,9,6.8,155.125,192
2007,12,15.83,30.1,0,1340,1115,123,12,159.15,184
2007,12,10.41,18.7,0,1340,1365,19,8.3,156.025,338
2007,12,14.95,30.2,0,1380,1335,61,8.1,158.35,105
2007,12,11.96,21.9,0,1460,1285,146,8.1,158.35,105
2007,12,12.75,19.3,1,1490,1565,44,6.1,152.375,1923
2007,12,11.13,13.8,1,1490,1515,111,4.9,153.8,320
2007,12,14.7,24.8,1,1490,1535,15,8,154.1,1448
2007,12,10.8,12.3,1,1490,1575,19,7,155.575,378
2007,12,8.16,15.9,0,1490,1305,135,6.9,157.125,256
2007,12,12.75,36,0,1490,1555,6,6.3,155.75,186
2007,12,10.25,52,0,1490,1345,102,-0.6,154.475,65
2007,12,16.85,20.9,1,1490,1495,71,9,158.15,6069
2007,12,18.57,40.9,1,1490,1545,35,9,158.15,6069
2007,12,14.86,14.3,1,1490,1535,16,8.3,156.025,338
2007,12,11.62,50.3,0,1490,1365,85,8.7,156.25,347
2007,12,25.24,33.3,1,1490,1565,98,8.7,156.25,347
2007,12,15.18,12.1,1,1490,1495,67,6.1,152.375,1923
2007,12,21.66,39.8,1,1490,1565,34,4.9,155.45,143
2007,12,15.82,19.3,1,1490,1555,16,9.7,155.225,671
2007,12,18.77,25.2,1,1490,1585,42,9.1,154,536
2007,12,27.04,78.4,1,1490,1495,69,8,154.1,1448
2007,12,12.4,21.6,1,1490,1515,111,7.5,157.7,277
2007,12,23.1,43.6,1,1490,1525,50,7.7,155.075,166
2007,12,14.97,23.3,0,1490,1415,19,8.3,156.025,338
2007,12,8.53,11.9,0,1490,1355,128,8.3,156.025,338
2007,12,9.5,21.9,0,1490,1475,13,8.1,158.35,105
2007,12,15.71,17.3,0,1790,1775,21,8,154.1,1448
2007,12,11.76,33.7,0,1790,1495,74,6.3,155.75,186
2007,12,7.41,6.7,0,1830,1455,145,8.3,156.025,338
2007,12,10.95,14.9,0,1830,1375,205,8.4,156.375,273
2007,12,9.48,32.7,0,1980,1615,105,8.3,156.025,338
2007,12,7.69,32.9,0,1980,1655,46,8.3,156.025,338
2007,12,9.53,37.9,0,1990,1705,27,-4.1,154.475,65
2007,12,12.3,37.8,0,1990,1485,159,-4.1,154.475,65
2007,12,5.96,23.3,0,1990,1785,106,10.8,155.125,147
2007,12,7.56,20.4,0,1990,2010,51,8.3,156.025,338
2007,12,7.26,21,0,1990,1815,141,8.3,156.025,338
2007,12,9.78,43.9,0,1990,1940,59,9.5,157.85,188
2007,12,9.41,36.5,0,1990,1635,152,4.9,153.8,320
2007,12,8.76,15.5,0,2340,1755,17,9.5,157.85,188
2007,12,10.99,30.6,1,2360,2180,65,0.6,154.275,85
2007,12,8.6,20.6,1,2360,2290,66,8,154.1,1448
2007,12,10.29,30.6,0,2360,2160,9,9.8,154.725,1027
2007,12,12.54,27.2,1,2360,2370,13,9.6,154.025,4656
2007,12,12.42,30.7,1,2360,2265,33,2.8,151.95,91
2007,12,10.11,70.8,0,2380,1915,170,9,158.15,6069
2007,12,6,8.7,0,2490,1745,185,8.4,156.375,273
2007,12,3.66,8.1,0,2690,2330,104,2.7,157.925,158
2007,12,7.61,44.7,0,2990,1855,37,9.4,156,251
2007,12,7.43,14.3,0,2990,1855,41,6.1,152.375,1923
2007,12,11.4,42.8,0,2990,1855,46,8.3,156.025,338
2007,12,8.94,25.2,0,2990,1815,120,8.8,154.65,322
2007,12,12.55,43,1,3310,2315,13,9.4,156,251
2007,12,6.33,23.2,0,3490,2405,81,7.6,154.575,197
2007,12,5.02,27.8,0,3950,2450,6,2.7,157.925,158
2007,12,8.6,35.8,0,3960,1935,143,9.7,155.225,671
2007,12,8.11,6.5,0,3960,2065,176,7.5,157.7,277
2008,1,8.43,4.2,0,650,1130,142,-0.3,149.4,91
2008,1,2.7,1.7,0,650,1130,34,5.1,154.5,273
2008,1,12.67,20.7,0,650,1040,51,3.7,149.575,1923
2008,1,12.5,38.7,0,650,1000,23,5.1,154.5,273
2008,1,12.87,7,0,650,900,158,4.8,153.825,197
2008,1,12.74,16.2,0,650,920,109,3,155.125,256
2008,1,13.9,11,0,650,1070,23,5.2,155.225,234
2008,1,10.75,30.9,0,650,980,133,7.9,158.25,342
2008,1,16.09,13.1,0,650,990,21,6.3,155.775,251
2008,1,10.7,3.6,0,980,1145,67,-9.3,153.65,65
2008,1,13.85,25.2,0,1240,1195,60,5.1,154.5,273
2008,1,7.07,2.7,0,1270,1105,155,5.4,155,338
2008,1,14.24,31.5,0,1290,1305,20,5.2,155.225,234
2008,1,13.51,16.3,0,1290,1215,30,4.6,153.475,559
2008,1,10.16,15.4,0,1320,1275,77,5.6,151.3,1213
2008,1,9.22,14.6,0,1320,1215,111,-0.3,149.4,91
2008,1,16.48,34,0,1320,1215,34,4.5,156.375,105
2008,1,8.24,9.8,0,1330,1185,118,3.7,153.275,378
2008,1,9,7.8,0,1330,1285,136,-0.8,156.45,158
2008,1,9.7,12.1,0,1330,1135,191,5.1,154.5,273
2008,1,13.58,13.8,0,1380,1225,70,5.2,155.225,234
2008,1,13.08,21.6,0,1380,1345,23,5.8,151.625,4656
2008,1,9.26,15.5,0,1380,1335,34,5.9,153.75,212
2008,1,12.04,15.1,0,1490,1265,116,5.2,155.225,234
2008,1,11.55,29.7,0,1490,1425,22,5.1,154.5,273
2008,1,17,7.3,0,1490,1315,84,5.1,154.5,273
2008,1,25.53,60.3,1,1490,1555,11,6.3,155.775,251
2008,1,31.5,27.7,1,1490,1535,7,-6.4,153.65,65
2008,1,12.99,20.3,0,1490,1325,47,7.5,152.55,1027
2008,1,14.09,38,0,1490,1240,182,-1.7,152.2,140
2008,1,7.15,10,0,1490,1435,144,-4.3,153.65,65
2008,1,7,12.6,0,1490,1455,8,-4.3,153.65,65
2008,1,18.89,31.7,1,1490,1525,36,5.8,151.625,4656
2008,1,12.32,44,0,1490,1205,93,5.4,155,338
2008,1,16.3,11.2,1,1490,1525,39,5.9,152.525,3774
2008,1,2.34,167.5,0,1490,1455,15,5.2,155.225,234
2008,1,22.38,145.5,1,1490,1535,16,-2.7,151.55,85
2008,1,10.47,13.7,0,1580,1365,118,5.1,153.05,1448
2008,1,10.13,11,0,1590,1300,161,-6.4,153.65,65
2008,1,10.76,14.2,0,1760,1425,137,5.4,155,338
2008,1,7.12,14.1,0,1760,1445,85,5.4,155,338
2008,1,13.01,16,0,1760,1425,142,-2.8,153.65,65
2008,1,14.62,44.7,0,1790,1445,51,5.2,155.225,234
2008,1,14.1,65.8,0,1790,1785,32,3.6,151.525,354
2008,1,4.23,24.2,0,1790,1865,10,-0.5,152.625,122
2008,1,10.46,29.8,0,1790,1705,25,4.8,153.825,197
2008,1,4.86,14.1,0,1980,1535,95,-4.3,153.65,65
2008,1,10.66,3.8,0,1990,1795,92,5.7,152.6,536
2008,1,5.71,9.5,0,1990,1735,72,5.7,152.6,536
2008,1,6.46,8.3,0,1990,1505,106,5.4,155,338
2008,1,9.04,35.2,0,1990,1785,94,5.1,154.5,273
2008,1,13.28,76.4,0,1990,1750,47,3.1,151.025,489
2008,1,8.11,21.7,0,1990,1535,146,2.9,153.4,192
2008,1,6,16.7,0,1990,1565,143,-4.3,153.65,65
2008,1,0.11,5.8,0,1990,2020,60,5.1,154.5,273
2008,1,8.35,30.6,0,1990,1545,78,3,155.45,192
2008,1,9.49,6.2,0,1990,1400,190,-0.3,149.4,91
2008,1,9.75,19.7,1,2360,2440,34,-2.8,153.65,65
2008,1,11.08,44.9,1,2360,2255,45,6.5,155,487
2008,2,18.42,26.9,0,650,870,194,4.4,152.9,338
2008,2,15.98,37.1,0,650,920,173,1.6,150.275,320
2008,2,15.02,44.5,0,650,1040,62,5.3,151.85,245
2008,2,8.77,23.4,0,650,1200,15,1.6,150.275,320
2008,2,11.08,11.1,0,650,940,160,2.1,152.55,186
2008,2,9.11,36.4,0,650,1010,67,6,153.35,487
2008,2,10.97,11.3,0,650,1000,8,4.3,152.8,322
2008,2,13.5,27,0,650,1080,35,3.4,148.8,1923
2008,2,16.34,43.2,0,650,920,31,-1.9,150.975,85
2008,2,10,28,0,650,1040,62,2.9,152.075,378
2008,2,9.19,3.8,0,650,1110,93,-3.4,153.55,65
2008,2,8.84,5.7,0,990,1145,125,4.4,152.9,338
2008,2,27.09,50.9,1,990,930,39,5,152.175,536
2008,2,14.02,23.6,0,1180,1405,116,3.2,155.625,105
2008,2,14.57,25.5,0,1240,1195,57,4.4,152.9,338
2008,2,8.4,34.8,0,1240,1225,24,3.9,153.35,234
2008,2,9.91,17.8,0,1270,1190,115,-1.6,155.625,158
2008,2,8.67,15.9,0,1290,1305,90,5,152.175,536
2008,2,11.04,25.2,0,1290,1265,91,4.3,152.425,273
2008,2,12.75,46.4,0,1290,1485,83,3.9,153.35,234
2008,2,19.72,47.2,1,1330,1465,55,4.4,152.9,338
2008,2,13.09,21.6,0,1330,1275,33,-0.8,150.35,122
2008,2,8.68,15.3,0,1340,1200,91,3.9,153.35,234
2008,2,9.79,8.7,0,1490,1255,128,6,153.35,487
2008,2,18.38,26,1,1490,1535,25,5.4,149.3,1213
2008,2,9.48,26.5,0,1490,1395,43,2.9,148.1,316
2008,2,13.57,9,1,1490,1535,20,4.9,151.9,671
2008,2,17.79,63.4,1,1490,1565,47,5.1,150.275,4656
2008,2,14.6,20.1,1,1490,1535,12,3.6,151.85,559
2008,2,15.22,12.2,1,1490,1535,14,5.5,154.85,6069
2008,2,16.21,11.2,0,1490,1335,143,3.6,151.85,559
2008,2,8.87,8,0,1490,1515,22,6.6,152.45,147
2008,2,20,12.8,1,1490,1565,53,4.4,152.9,338
2008,2,17.61,40.8,1,1490,1495,91,4,151.9,1448
2008,2,18.46,24.6,1,1490,1565,26,5,152.1,212
2008,2,12.25,21.4,0,1490,1475,11,-7.3,153.55,65
2008,2,22.17,102.5,1,1490,1525,43,5.5,153.975,187
2008,2,27.48,84.5,0,1490,1475,8,4,151.9,1448
2008,2,7.81,12.4,0,1490,1385,102,4.4,152.9,338
2008,2,10.69,11,1,1490,1515,119,4.3,152.425,273
2008,2,14.31,8.9,1,1490,1535,9,-1.9,150.975,85
2008,2,5,2.1,0,1490,1465,15,-3.4,153.55,65
2008,2,9.4,12.7,0,1490,1375,112,3.9,153.35,234
2008,2,14.65,32.6,1,1490,1545,35,2,152.625,256
2008,2,18.24,7.4,1,1490,1545,41,5.3,155.525,251
2008,2,11.24,5.2,0,1490,1235,203,-7.3,153.55,65
2008,2,3.26,15.1,0,1490,1595,7,5,152.1,212
2008,2,12.21,108.4,0,1490,1285,149,3.9,153.35,234
2008,2,13.6,19.1,0,1490,1385,25,2.1,152.325,192
2008,2,10.2,35.8,0,1690,1585,24,4,151.9,1448
2008,2,8.57,10.3,0,1760,1485,104,-3.4,153.55,65
2008,2,10.65,7.6,0,1790,1435,42,4.4,152.9,338
2008,2,10.45,10,0,1790,1445,64,4.4,152.9,338
2008,2,10.89,28.6,0,1840,1535,124,2.8,150.625,354
2008,2,8.62,32.2,0,1960,1495,103,3.2,155.625,105
2008,2,5.32,8.7,0,1980,1635,183,-3.4,153.55,65
2008,2,7.44,1.5,0,1980,1605,118,2.8,150.625,354
2008,2,7.01,34.7,0,1980,1615,105,4.3,152.425,273
2008,2,6.98,17.9,0,1980,1615,94,-1.6,155.625,158
2008,2,7.92,11.2,0,1990,1685,65,2.4,153.95,277
2008,2,5.21,18.6,0,1990,2030,33,-3.4,153.55,65
2008,2,9.49,25.6,0,1990,1930,72,6.3,151.45,1027
2008,2,11.26,72,0,1990,2030,35,-1,150.625,140
2008,2,7.17,8.7,0,1990,1635,92,-6.2,153.55,65
2008,2,13.03,41.8,0,1990,1645,114,5.1,150.275,4656
2008,2,9.21,20.6,0,1990,1685,13,4,151.9,1448
2008,2,1.23,9.1,0,1990,1840,76,-7.3,153.55,65
2008,2,7.84,22.9,0,1990,1455,169,-0.8,150.35,122
2008,2,9.24,36.7,0,2150,1965,148,1.3,152,143
2008,2,3.02,25.4,0,2250,1945,124,4.4,152.9,338
2008,2,7.95,8.8,0,2250,1905,102,4.4,152.9,338
2008,2,9.39,36.8,0,2250,2035,75,2.1,152.55,186
2008,2,8.08,5.8,0,2250,1925,119,5.1,150.275,4656
2008,2,7.68,30.6,0,2340,1745,47,5.5,154.85,6069
2008,2,11.12,67.9,1,2360,2375,10,2.6,150.225,313
2008,2,10.65,74.2,1,2360,2450,10,-1.6,155.625,158
2008,2,12.63,36.8,1,2360,2390,18,2.8,150.625,354
2008,2,9.69,45.5,1,2360,2450,9,1.3,152,143
2008,2,10.96,37.3,1,2360,2290,59,2.4,153.95,277
2008,2,6.26,23.5,0,2490,1835,141,3.2,155.625,105
2008,2,7.2,57.1,0,2490,1745,113,-2.4,153.55,65
2008,3,14.4,21.6,0,650,1060,89,11.3,153.48,487
2008,3,14,17.5,0,650,1080,10,2,154.3,65
2008,3,17.65,16.5,0,650,1030,55,5,150,122
2008,3,12.45,18.4,0,650,1110,85,8,152.86,192
2008,3,13.46,6.7,0,650,1100,64,10.3,150.12,1213
2008,3,19.9,17.1,0,650,1080,8,10.6,152.44,671
2008,3,11.43,20,0,650,1050,106,10.8,151.3,4656
2008,3,11.48,15.1,0,650,1030,110,10.4,151.92,1448
2008,3,9.71,21.3,0,650,1210,83,10,153.12,197
2008,3,13.54,27,0,650,880,182,8.7,153.16,378
2008,3,13.43,8.6,0,650,890,150,10.1,153.4,536
2008,3,14.91,10.5,0,650,860,114,7.5,152.02,186
2008,3,10.32,15.5,0,650,1110,12,11.3,153.48,487
2008,3,10.08,8.3,0,990,1255,30,10,151.34,273
2008,3,14.98,20,0,1240,1195,70,10,151.34,273
2008,3,10.74,14.5,0,1290,1205,30,9.1,153.66,234
2008,3,11.88,16.2,0,1290,1205,12,10.6,154.18,187
2008,3,10.64,8.8,0,1290,1265,99,3.3,154.3,65
2008,3,15.82,58.1,0,1290,1275,37,10,151.34,273
2008,3,12.48,54.9,0,1290,1315,24,8.2,154.86,277
2008,3,10.73,3.9,0,1290,1375,18,3.3,154.3,65
2008,3,17.98,51.3,0,1290,1225,62,9.1,153.66,234
2008,3,9.08,88.5,0,1290,1325,96,9.8,153,322
2008,3,10.3,11.3,0,1330,1275,42,8.7,153.16,378
2008,3,11.9,15.7,0,1330,1095,150,10.8,151.3,4656
2008,3,10.77,7.3,0,1330,1305,94,10,153.12,197
2008,3,14.58,18.2,0,1330,1265,66,10.6,152.44,671
2008,3,17.26,20.1,0,1330,1275,60,10.3,150.12,1213
2008,3,14.1,22.8,1,1330,1555,23,10.1,153.4,536
2008,3,10.74,12.6,0,1340,1095,132,10,151.34,273
2008,3,19.7,26.9,1,1490,1525,49,10.6,154.18,187
2008,3,14.97,12.2,1,1490,1495,85,9,149.12,316
2008,3,12.67,10.9,0,1490,1325,136,9.8,153.64,338
2008,3,22.12,36.2,1,1490,1545,38,5.6,156,158
2008,3,17.97,15.4,1,1490,1565,48,7.5,152.02,186
2008,3,12.73,9.1,1,1490,1495,69,10.4,151.46,3774
2008,3,10.71,3.6,0,1490,1325,167,9.8,153.64,338
2008,3,11.97,23.9,0,1490,1235,60,9.8,153.64,338
2008,3,21.93,54.2,1,1490,1595,41,10.4,151.46,3774
2008,3,16.95,67.8,0,1490,1415,17,9.1,153.66,234
2008,3,10.96,13.6,0,1490,1575,27,5,150,122
2008,3,20.55,23,1,1490,1525,33,7.9,151.68,256
2008,3,14.74,33.6,1,1490,1565,41,11.7,155.8,105
2008,3,15.2,30.4,1,1490,1565,31,9.1,153.66,234
2008,3,19.25,27.5,1,1490,1545,43,10.8,151.3,4656
2008,3,8.78,77.9,1,1490,1555,15,10.6,152.44,671
2008,3,16.03,10.1,1,1490,1535,15,10.1,156.2,251
2008,3,21.79,19.8,1,1490,1525,48,10,151.34,273
2008,3,19.41,16.4,1,1490,1525,44,10.4,151.46,3774
2008,3,12,61,0,1490,1565,65,8.4,156.26,105
2008,3,19.06,39.1,1,1490,1535,11,8.5,150.5,354
2008,3,6.89,25.5,0,1580,1550,118,8.4,156.26,105
2008,3,11.17,60.2,0,1580,1525,91,7.5,152.02,186
2008,3,10.46,83.7,0,1790,1445,23,10.7,154.96,6069
2008,3,11.02,13.4,0,1790,1330,96,8.2,150.46,313
2008,3,10.71,26.8,0,1790,1595,81,10.4,151.92,1448
2008,3,9.82,18.4,0,1790,1445,34,10.6,152.44,671
2008,3,8.7,20,0,1790,1445,75,9.1,153.66,234
2008,3,12,18.1,0,1830,1545,110,10.6,152.44,671
2008,3,9.14,12.2,0,1940,1655,69,8.7,153.16,378
2008,3,7.61,39.9,0,1980,1755,88,4.6,151.12,85
2008,3,9.02,27.8,0,1980,1665,53,10.7,152.32,1027
2008,3,7.1,14.7,0,1980,1745,84,0.7,154.3,65
2008,3,7.67,11,0,1990,1705,77,10.4,151.92,1448
2008,3,8.1,31.2,0,1990,1685,60,5,150,122
2008,3,8.82,26.6,0,1990,1605,130,4.6,153.22,140
2008,3,8.72,42.6,0,1990,1705,86,5.6,156,158
2008,3,9.31,4.5,0,1990,1625,48,6.6,150.76,320
2008,3,9.48,39.3,0,1990,1645,80,5,150,122
2008,3,8.4,19.8,0,1990,1980,129,11.3,158.26,342
2008,3,9.96,5.3,0,1990,1960,38,10.7,152.32,1027
2008,3,9.74,28.7,0,1990,1785,117,11.3,153.48,487
2008,3,9.03,23.1,0,1990,1735,63,3.3,154.3,65
2008,3,7.2,12.9,0,1990,1665,63,10.4,151.46,3774
2008,3,9.42,11.6,0,1990,1515,21,9,149.12,316
2008,3,7.01,6.8,0,1990,1465,129,10.7,154.96,6069
2008,3,6.15,30.8,0,1990,1725,102,0.6,154.3,65
2008,3,7.15,33.3,0,1990,1470,109,3.3,154.3,65
2008,3,6.82,15,0,2340,1745,60,10.4,151.92,1448
2008,3,11.94,124,1,2360,2290,72,0.7,154.3,65
2008,3,10.74,20.4,1,2360,2245,71,11.3,158.26,342
2008,3,10.62,25.9,0,2360,1775,11,9.1,153.66,234
2008,3,10.74,196.5,1,2360,2290,68,3,154.3,65
2008,3,10.47,55.3,1,2360,2440,30,10.1,153.4,536
2008,3,9.57,29.5,0,2370,2005,35,6.6,150.76,320
2008,3,6.42,21.9,0,2380,2180,107,3.3,154.3,65
2008,3,8.45,31.8,0,2990,1895,45,10,151.34,273
2008,3,11.52,13.3,1,3310,2235,22,9.1,153.66,234
2008,4,15.68,38.1,0,650,900,183,13.6,128.825,354
2008,4,12.07,13.6,0,650,1040,62,12.6,130.1,186
2008,4,9.52,28,0,650,1190,94,13,131.975,277
2008,4,16.1,17.3,0,650,1120,21,15,131.5,212
2008,4,10.78,26.9,0,650,1070,25,12.6,130.1,186
2008,4,19.51,54.6,0,650,980,125,16.1,129.5,105
2008,4,14.35,21.5,0,650,980,151,15.6,130.525,245
2008,4,12.07,13.7,0,650,890,124,13.5,130.2,378
2008,4,7.96,14.2,0,650,970,53,9.4,130.675,65
2008,4,8.84,10.1,0,650,1050,109,13.6,127.9,316
2008,4,9.6,23.3,0,650,950,30,15.4,129.875,4656
2008,4,9.85,6.5,0,650,1150,121,6.9,130.675,65
2008,4,12.21,10.9,0,650,1070,38,11.9,128.225,489
2008,4,16.42,32.8,0,990,1155,111,13,131.975,277
2008,4,14.21,32.5,0,1240,1225,18,13.1,128.575,313
2008,4,16.67,17.7,0,1290,1275,49,13.1,134.45,105
2008,4,11.27,10.5,0,1330,1155,134,15,130.975,273
2008,4,11.97,25.9,0,1330,1125,147,13.1,134.45,105
2008,4,13.77,27.4,0,1330,1175,118,15.3,129.675,1448
2008,4,10,45.6,0,1340,1255,112,14.8,130.2,322
2008,4,11.04,20,0,1340,1365,31,14.9,131.075,338
2008,4,8,5,0,1460,1295,128,14.3,131.925,234
2008,4,3.56,17.1,0,1460,1455,97,14.3,131.925,234
2008,4,16.57,29.1,1,1490,1565,46,13.7,128.95,1923
2008,4,16.32,37.9,0,1490,1445,13,15,130.975,273
2008,4,21.14,21.7,1,1490,1545,40,14.3,131.925,234
2008,4,10.31,36.2,0,1490,1475,43,12.6,130.1,186
2008,4,21.25,85,1,1490,1525,37,14.9,128.55,536
2008,4,21.11,57.4,1,1490,1555,18,16.1,129.5,105
2008,4,8.1,18.9,0,1490,1475,91,14.9,131.075,338
2008,4,24.2,58.4,1,1490,1565,47,14.8,134.925,251
2008,4,12.52,32,0,1490,1495,23,9.4,130.675,65
2008,4,23.09,29.1,1,1490,1545,47,13,131.975,277
2008,4,14.48,21.2,0,1490,1375,10,14.3,131.925,234
2008,4,10.34,40.6,0,1490,1375,58,14.9,131.075,338
2008,4,17.8,25.8,1,1490,1515,108,16.1,129.5,105
2008,4,28.64,18.3,1,1490,1545,51,15.1,130.6,671
2008,4,20.9,46.4,1,1490,1525,31,9.4,130.675,65
2008,4,22.82,32.4,1,1490,1535,15,14.3,130.175,3774
2008,4,27.96,42.2,1,1490,1535,12,16.1,129.5,105
2008,4,12.22,15.7,1,1490,1555,13,6.7,130.675,65
2008,4,1.42,18.3,0,1490,1445,139,9.4,130.675,65
2008,4,2.6,12.7,0,1580,1465,109,11.9,129.575,143
2008,4,14.89,27.3,0,1580,1395,159,9.4,130.675,65
2008,4,11,24.1,0,1790,1515,28,13.1,134.45,105
2008,4,7.86,31.4,0,1820,1415,141,12.6,130.1,186
2008,4,10.71,18.5,0,1830,1525,85,12.7,130.7,256
2008,4,9.08,13.9,0,1980,1605,133,13.7,128.95,1923
2008,4,7.21,14.4,0,1990,1805,64,9.4,130.675,65
2008,4,7.33,47.1,0,1990,1585,55,15,131.15,1027
2008,4,8.26,18.6,0,1990,2060,87,15.1,130.6,671
2008,4,12.19,36.4,0,1990,1645,20,13.1,134.45,105
2008,4,9.49,24.7,0,1990,1950,39,15.1,130.6,671
2008,4,11.76,31.9,0,1990,1875,103,6.6,130.675,65
2008,4,12.19,27.9,0,1990,1665,74,15.3,129.675,1448
2008,4,4.41,29.6,0,2150,1985,148,15.1,130.6,671
2008,4,18.63,40.7,1,2360,2370,10,14.4,131.375,559
2008,4,11.57,31.4,1,2360,2255,64,9.4,130.675,65
2008,4,9.85,30.3,0,2490,1815,130,9.4,130.675,65
2008,4,8.5,14.9,0,2970,2105,108,14.9,131.075,338
2008,4,7.6,9.5,0,2990,1755,98,15.3,129.675,1448
2008,4,6,15.3,0,3490,1885,15,14.7,133.475,6069
2008,5,10.69,10.4,0,650,1020,55,18.7,160.375,234
2008,5,13.03,16.3,0,650,1040,47,19.6,161.95,273
2008,5,12.84,53.5,0,650,1050,80,19.6,161.95,273
2008,5,19.73,14.1,0,650,1070,38,17.5,159.15,277
2008,5,16.51,26,0,650,1000,36,19.6,160.025,671
2008,5,12.26,42.9,0,650,1050,17,18.7,160.375,234
2008,5,16.31,19.3,0,650,1060,56,19.5,158.6,536
2008,5,15.9,39.1,0,650,1080,32,16.1,157.2,489
2008,5,12.92,34.5,0,990,1175,94,19.4,159.1,1027
2008,5,15.19,28.9,0,990,1145,84,19.6,161.95,273
2008,5,12.33,20.6,0,1290,1285,46,19.6,159.7,1448
2008,5,17.23,37.4,0,1290,1225,49,19.6,160.025,671
2008,5,18.39,44.4,0,1320,1275,27,17.5,163.425,105
2008,5,16.9,3.9,0,1330,1265,72,17.6,156.825,1923
2008,5,11.98,12,1,1490,1575,27,19.6,159.7,1448
2008,5,21.57,254.5,1,1490,1525,47,19.6,161.95,273
2008,5,21.13,33.9,1,1490,1575,23,19.6,159.7,1448
2008,5,24.62,14.7,1,1490,1525,51,17.6,156.825,1923
2008,5,10.68,54.8,0,1490,1375,35,17.9,157.7,1213
2008,5,11.92,22.9,0,1490,1265,110,17.5,163.425,105
2008,5,24.65,44,1,1490,1555,17,19.6,159.7,1448
2008,5,3.83,116.5,1,1490,1525,37,18.7,160.375,234
2008,5,18.48,72.6,1,1490,1585,26,19.6,161.95,273
2008,5,13,63.7,1,1490,1575,27,20,160.225,4656
2008,5,21.29,13.4,1,1490,1565,38,20,159.9,105
2008,5,21.49,27.3,1,1490,1515,100,19.3,164.625,251
2008,5,21.76,43.8,1,1490,1495,90,19.6,160.025,671
2008,5,11.07,18.6,0,1590,1385,94,12.4,159.875,65
2008,5,12.03,22.8,0,1790,1290,149,19.6,161.95,273
2008,5,11.2,32.5,0,1790,1685,11,19.5,161.4,197
2008,5,16.05,20.3,0,1790,1585,66,19.6,161.95,273
2008,5,11.78,28.8,0,1790,1685,54,18.7,160.375,234
2008,5,7.67,80.4,0,1970,1545,134,16.2,159.475,143
2008,5,6.66,24.2,0,1970,1940,126,18.5,161.2,6069
2008,5,11.26,57.6,0,1990,1715,21,10.1,159.875,65
2008,5,8.92,36.7,0,1990,1960,23,19.6,161.95,273
2008,5,15.85,20.7,0,1990,1785,139,24.1,155.825,637
2008,5,7.24,10.8,0,1990,1855,27,19.6,159.7,1448
2008,5,8.2,18.4,0,1990,1495,146,19.1,160.425,487
2008,5,8.61,36.7,0,1990,1705,86,17,159.05,186
2008,5,9.39,22.6,0,1990,1755,19,19.6,160.025,671
2008,5,8.72,34.1,0,1990,2050,84,19.6,161.95,273
2008,5,8.31,11,0,1990,1795,94,18.7,160.375,234
2008,5,7.44,15.5,0,1990,1360,193,19.6,161.95,273
2008,5,8.5,18.2,0,1990,1845,42,18,159.35,378
2008,5,8.83,43.7,0,1990,1785,118,17.3,158.9,313
2008,5,9.72,20.4,0,1990,1775,83,17.7,160.25,256
2008,5,2.84,3,0,1990,1805,71,19.6,161.95,273
2008,5,4,42,0,2350,2015,9,20,160.225,4656
2008,5,1.73,44,0,2350,2015,48,19.4,161.425,338
2008,5,5.93,2.9,0,2380,2160,135,14.8,159.375,320
2008,5,5,11.9,0,2490,1875,81,11.5,159.875,65
2008,5,7.34,10.5,0,2490,1785,35,19.6,160.025,671
2008,5,8.99,38,0,2970,1935,80,17.7,160.25,256
2008,5,12.79,61.2,0,2990,2115,58,20,160.225,4656
2008,5,4.28,19.7,0,2990,1895,99,18.1,160.025,192
2008,5,6.43,25,0,3490,2175,121,18.5,161.2,6069
2008,5,0.48,2.2,0,4960,2655,29,18.5,161.2,6069
2008,6,10.4,9.2,0,650,1050,8,21.4,173.96,487
2008,6,13.48,10,0,650,1090,14,20.7,173.6,3774
2008,6,12.9,26.7,0,650,1030,44,22.9,171.72,671
2008,6,12.24,13,0,650,990,62,22.2,170.6,1027
2008,6,11.84,16.2,0,650,1030,116,21.4,173.96,487
2008,6,15.28,31.2,0,650,1160,32,20.6,174.3,277
2008,6,14.1,6.7,0,650,1060,45,16.1,172.24,65
2008,6,12.34,9.5,0,650,990,31,22.2,171.34,322
2008,6,12.58,19.2,0,650,970,119,17,172.24,65
2008,6,14.35,17,0,650,1000,155,22.6,172.52,536
2008,6,12.08,115,0,650,1010,110,22.5,173.12,197
2008,6,29.82,17.6,0,990,1175,46,22.2,171.34,322
2008,6,11.36,12.3,0,990,900,218,23,172.24,273
2008,6,2.03,15.7,0,990,1255,12,22.4,171.46,1448
2008,6,12.96,15.4,0,1290,1395,22,22.7,171.88,338
2008,6,12.73,26.7,0,1320,1275,7,20.7,173.26,166
2008,6,20.43,15.9,0,1330,1265,77,23,172.24,273
2008,6,13.75,56.4,0,1330,1275,42,23,172.24,273
2008,6,9.45,13.1,0,1330,1175,135,14.9,172.24,65
