year,num,prefecture,pop.1000,GRP.mill,goods,ton
2005,15,Niigata,2431,9267701,special,3153197
2005,15,Niigata,2431,9267701,total,67171539
2005,16,Toyama,1112,4863530,agriculture,807664
2005,16,Toyama,1112,4863530,wood,636651
2005,16,Toyama,1112,4863530,mine,10523498
2005,16,Toyama,1112,4863530,machine,4689609
2005,16,Toyama,1112,4863530,chemical,12955880
2005,16,Toyama,1112,4863530,Smachine,2262764
2005,16,Toyama,1112,4863530,miscind,995262
2005,16,Toyama,1112,4863530,special,1413502
2005,16,Toyama,1112,4863530,total,34284830
2005,17,Ishikawa,1174,4762465,agriculture,813787
2005,17,Ishikawa,1174,4762465,wood,1037058
2005,17,Ishikawa,1174,4762465,mine,8860330
2005,17,Ishikawa,1174,4762465,machine,2425272
2005,17,Ishikawa,1174,4762465,chemical,7200092
2005,17,Ishikawa,1174,4762465,Smachine,2726779
2005,17,Ishikawa,1174,4762465,miscind,1130650
2005,17,Ishikawa,1174,4762465,special,624141
2005,17,Ishikawa,1174,4762465,total,24818109
2005,18,Fukui,822,3351506,agriculture,504015
2005,18,Fukui,822,3351506,wood,232170
2005,18,Fukui,822,3351506,mine,4774284
2005,18,Fukui,822,3351506,machine,1645198
2005,18,Fukui,822,3351506,chemical,7866560
2005,18,Fukui,822,3351506,Smachine,1507434
2005,18,Fukui,822,3351506,miscind,1424478
2005,18,Fukui,822,3351506,special,419817
2005,18,Fukui,822,3351506,total,18373956
2005,19,Yamanashi,885,3186249,agriculture,495621
2005,19,Yamanashi,885,3186249,wood,424805
2005,19,Yamanashi,885,3186249,mine,5886034
2005,19,Yamanashi,885,3186249,machine,1289636
2005,19,Yamanashi,885,3186249,chemical,6930118
2005,19,Yamanashi,885,3186249,Smachine,1306353
2005,19,Yamanashi,885,3186249,miscind,748664
2005,19,Yamanashi,885,3186249,special,611408
2005,19,Yamanashi,885,3186249,total,17692639
2005,20,Nagano,2196,8388888,agriculture,2394562
2005,20,Nagano,2196,8388888,wood,2813142
2005,20,Nagano,2196,8388888,mine,22147847
2005,20,Nagano,2196,8388888,machine,5261628
2005,20,Nagano,2196,8388888,chemical,12661075
2005,20,Nagano,2196,8388888,Smachine,4869077
2005,20,Nagano,2196,8388888,miscind,1219818
2005,20,Nagano,2196,8388888,special,1260365
2005,20,Nagano,2196,8388888,total,52627514
2005,21,Gifu,2107,7512098,agriculture,971455
2005,21,Gifu,2107,7512098,wood,2533377
2005,21,Gifu,2107,7512098,mine,26505263
2005,21,Gifu,2107,7512098,machine,6107595
2005,21,Gifu,2107,7512098,chemical,18320330
2005,21,Gifu,2107,7512098,Smachine,3885745
2005,21,Gifu,2107,7512098,miscind,1739158
2005,21,Gifu,2107,7512098,special,4625473
2005,21,Gifu,2107,7512098,total,64688396
2005,22,Shizuoka,3792,16699714,agriculture,5464856
2005,22,Shizuoka,3792,16699714,wood,1778026
2005,22,Shizuoka,3792,16699714,mine,11722730
2005,22,Shizuoka,3792,16699714,machine,20602285
2005,22,Shizuoka,3792,16699714,chemical,28670135
2005,22,Shizuoka,3792,16699714,Smachine,17681449
2005,22,Shizuoka,3792,16699714,miscind,4832672
2005,22,Shizuoka,3792,16699714,special,6965103
2005,22,Shizuoka,3792,16699714,total,97717256
2005,23,Aichi,7255,34779076,agriculture,11210918
2005,23,Aichi,7255,34779076,wood,2686331
2005,23,Aichi,7255,34779076,mine,14542659
2005,23,Aichi,7255,34779076,machine,75127120
2005,23,Aichi,7255,34779076,chemical,83133875
2005,23,Aichi,7255,34779076,Smachine,16824537
2005,23,Aichi,7255,34779076,miscind,9257267
2005,23,Aichi,7255,34779076,special,15897408
2005,23,Aichi,7255,34779076,total,228680115
2005,24,Mie,1867,7505210,agriculture,2986657
2005,24,Mie,1867,7505210,wood,1652149
2005,24,Mie,1867,7505210,mine,21468282
2005,24,Mie,1867,7505210,machine,7484651
2005,24,Mie,1867,7505210,chemical,44703438
2005,24,Mie,1867,7505210,Smachine,2062741
2005,24,Mie,1867,7505210,miscind,1322719
2005,24,Mie,1867,7505210,special,1050333
2005,24,Mie,1867,7505210,total,82730970
2005,25,Shiga,1380,6017771,agriculture,187290
2005,25,Shiga,1380,6017771,wood,1477153
2005,25,Shiga,1380,6017771,mine,4569855
2005,25,Shiga,1380,6017771,machine,6999234
2005,25,Shiga,1380,6017771,chemical,15987644
2005,25,Shiga,1380,6017771,Smachine,3203115
2005,25,Shiga,1380,6017771,miscind,1074363
2005,25,Shiga,1380,6017771,special,712720
2005,25,Shiga,1380,6017771,total,34211374
2005,26,Kyoto,2648,10053804,agriculture,1463814
2005,26,Kyoto,2648,10053804,wood,474877
2005,26,Kyoto,2648,10053804,mine,9033808
2005,26,Kyoto,2648,10053804,machine,4794778
2005,26,Kyoto,2648,10053804,chemical,10073660
2005,26,Kyoto,2648,10053804,Smachine,5476176
2005,26,Kyoto,2648,10053804,miscind,1380441
2005,26,Kyoto,2648,10053804,special,1816572
2005,26,Kyoto,2648,10053804,total,34514126
2005,27,Osaka,8817,39192627,agriculture,7716236
2005,27,Osaka,8817,39192627,wood,1407157
2005,27,Osaka,8817,39192627,mine,13720900
2005,27,Osaka,8817,39192627,machine,35500414
2005,27,Osaka,8817,39192627,chemical,62495344
2005,27,Osaka,8817,39192627,Smachine,19222880
2005,27,Osaka,8817,39192627,miscind,9703129
2005,27,Osaka,8817,39192627,special,18104722
2005,27,Osaka,8817,39192627,total,167870782
2005,28,Hyougo,5591,19608229,agriculture,9408823
2005,28,Hyougo,5591,19608229,wood,2751596
2005,28,Hyougo,5591,19608229,mine,17962642
2005,28,Hyougo,5591,19608229,machine,30360026
2005,28,Hyougo,5591,19608229,chemical,34439544
2005,28,Hyougo,5591,19608229,Smachine,13081291
2005,28,Hyougo,5591,19608229,miscind,4298150
2005,28,Hyougo,5591,19608229,special,4772114
2005,28,Hyougo,5591,19608229,total,117074186
2005,29,Nara,1421,3867749,agriculture,382487
2005,29,Nara,1421,3867749,wood,411797
2005,29,Nara,1421,3867749,mine,2703775
2005,29,Nara,1421,3867749,machine,3086412
2005,29,Nara,1421,3867749,chemical,2533560
2005,29,Nara,1421,3867749,Smachine,1288925
2005,29,Nara,1421,3867749,miscind,2846745
2005,29,Nara,1421,3867749,special,314619
2005,29,Nara,1421,3867749,total,13568320
2005,30,Wakayama,1036,3571864,agriculture,444266
2005,30,Wakayama,1036,3571864,wood,320657
2005,30,Wakayama,1036,3571864,mine,2401122
2005,30,Wakayama,1036,3571864,machine,9550479
2005,30,Wakayama,1036,3571864,chemical,14724852
2005,30,Wakayama,1036,3571864,Smachine,1730953
2005,30,Wakayama,1036,3571864,miscind,406864
2005,30,Wakayama,1036,3571864,special,876175
2005,30,Wakayama,1036,3571864,total,30455368
2005,31,Tottori,607,2121785,agriculture,955758
2005,31,Tottori,607,2121785,wood,177203
2005,31,Tottori,607,2121785,mine,3679213
2005,31,Tottori,607,2121785,machine,829263
2005,31,Tottori,607,2121785,chemical,3858393
2005,31,Tottori,607,2121785,Smachine,1550349
2005,31,Tottori,607,2121785,miscind,204283
2005,31,Tottori,607,2121785,special,319073
2005,31,Tottori,607,2121785,total,11573535
2005,32,Shimane,742,2538156,agriculture,219503
2005,32,Shimane,742,2538156,wood,63098
2005,32,Shimane,742,2538156,mine,8910169
2005,32,Shimane,742,2538156,machine,1074986
2005,32,Shimane,742,2538156,chemical,5963687
2005,32,Shimane,742,2538156,Smachine,726916
2005,32,Shimane,742,2538156,miscind,692340
2005,32,Shimane,742,2538156,special,187570
2005,32,Shimane,742,2538156,total,17838269
2005,33,Okayama,1957,7453806,agriculture,2039656
2005,33,Okayama,1957,7453806,wood,741651
2005,33,Okayama,1957,7453806,mine,22822451
2005,33,Okayama,1957,7453806,machine,20768002
2005,33,Okayama,1957,7453806,chemical,45436200
2005,33,Okayama,1957,7453806,Smachine,4584134
2005,33,Okayama,1957,7453806,miscind,1408228
2005,33,Okayama,1957,7453806,special,5109613
2005,33,Okayama,1957,7453806,total,102909935
2005,34,Hiroshima,2877,11033328,agriculture,3421521
2005,34,Hiroshima,2877,11033328,wood,3897538
2005,34,Hiroshima,2877,11033328,mine,12386261
2005,34,Hiroshima,2877,11033328,machine,24592338
2005,34,Hiroshima,2877,11033328,chemical,17633639
2005,34,Hiroshima,2877,11033328,Smachine,5100428
2005,34,Hiroshima,2877,11033328,miscind,7211377
2005,34,Hiroshima,2877,11033328,special,7663358
2005,34,Hiroshima,2877,11033328,total,81906460
2005,35,Yamaguchi,1493,5886707,agriculture,1154014
2005,35,Yamaguchi,1493,5886707,wood,1540169
2005,35,Yamaguchi,1493,5886707,mine,14902722
2005,35,Yamaguchi,1493,5886707,machine,10951000
2005,35,Yamaguchi,1493,5886707,chemical,53144819
2005,35,Yamaguchi,1493,5886707,Smachine,2600729
2005,35,Yamaguchi,1493,5886707,miscind,1636059
2005,35,Yamaguchi,1493,5886707,special,2489693
2005,35,Yamaguchi,1493,5886707,total,88419205
2005,36,Tokushima,810,2993418,agriculture,536080
2005,36,Tokushima,810,2993418,wood,946281
2005,36,Tokushima,810,2993418,mine,4176296
2005,36,Tokushima,810,2993418,machine,1016254
2005,36,Tokushima,810,2993418,chemical,5959757
2005,36,Tokushima,810,2993418,Smachine,3058680
2005,36,Tokushima,810,2993418,miscind,594446
2005,36,Tokushima,810,2993418,special,584405
2005,36,Tokushima,810,2993418,total,16872199
2005,37,Kagawa,1012,3780159,agriculture,1185583
2005,37,Kagawa,1012,3780159,wood,276490
2005,37,Kagawa,1012,3780159,mine,11268541
2005,37,Kagawa,1012,3780159,machine,6654273
2005,37,Kagawa,1012,3780159,chemical,16038417
2005,37,Kagawa,1012,3780159,Smachine,2439412
2005,37,Kagawa,1012,3780159,miscind,1083217
2005,37,Kagawa,1012,3780159,special,1664440
2005,37,Kagawa,1012,3780159,total,40610373
2005,38,Ehime,1468,5141381,agriculture,1444947
2005,38,Ehime,1468,5141381,wood,464644
2005,38,Ehime,1468,5141381,mine,11241512
2005,38,Ehime,1468,5141381,machine,3946138
2005,38,Ehime,1468,5141381,chemical,19130318
2005,38,Ehime,1468,5141381,Smachine,7117419
2005,38,Ehime,1468,5141381,miscind,686216
2005,38,Ehime,1468,5141381,special,1804927
2005,38,Ehime,1468,5141381,total,45836121
2005,39,Kouchi,796,2475785,agriculture,374702
2005,39,Kouchi,796,2475785,wood,438364
2005,39,Kouchi,796,2475785,mine,16431062
2005,39,Kouchi,796,2475785,machine,760012
2005,39,Kouchi,796,2475785,chemical,8414544
2005,39,Kouchi,796,2475785,Smachine,1045435
2005,39,Kouchi,796,2475785,miscind,98469
2005,39,Kouchi,796,2475785,special,221714
2005,39,Kouchi,796,2475785,total,27784302
2005,40,Fukuoka,5050,17850042,agriculture,6804456
2005,40,Fukuoka,5050,17850042,wood,4530913
2005,40,Fukuoka,5050,17850042,mine,27028307
2005,40,Fukuoka,5050,17850042,machine,21842493
2005,40,Fukuoka,5050,17850042,chemical,52753003
2005,40,Fukuoka,5050,17850042,Smachine,9588114
2005,40,Fukuoka,5050,17850042,miscind,4441917
2005,40,Fukuoka,5050,17850042,special,4461278
2005,40,Fukuoka,5050,17850042,total,131450481
2005,41,Saga,866,2865032,agriculture,1538850
2005,41,Saga,866,2865032,wood,202508
2005,41,Saga,866,2865032,mine,4455550
2005,41,Saga,866,2865032,machine,2425895
2005,41,Saga,866,2865032,chemical,4364481
2005,41,Saga,866,2865032,Smachine,3348776
2005,41,Saga,866,2865032,miscind,1047168
2005,41,Saga,866,2865032,special,714714
2005,41,Saga,866,2865032,total,18097942
2005,42,Nagasaki,1479,4418987,agriculture,1617227
2005,42,Nagasaki,1479,4418987,wood,618925
2005,42,Nagasaki,1479,4418987,mine,8216094
2005,42,Nagasaki,1479,4418987,machine,2279185
2005,42,Nagasaki,1479,4418987,chemical,6618441
2005,42,Nagasaki,1479,4418987,Smachine,1031408
2005,42,Nagasaki,1479,4418987,miscind,1054256
2005,42,Nagasaki,1479,4418987,special,1288203
2005,42,Nagasaki,1479,4418987,total,22723739
2005,43,Kumamoto,1842,5659180,agriculture,2557398
2005,43,Kumamoto,1842,5659180,wood,396060
2005,43,Kumamoto,1842,5659180,mine,14133915
2005,43,Kumamoto,1842,5659180,machine,3389241
2005,43,Kumamoto,1842,5659180,chemical,9934516
2005,43,Kumamoto,1842,5659180,Smachine,2239577
2005,43,Kumamoto,1842,5659180,miscind,630971
2005,43,Kumamoto,1842,5659180,special,1787895
2005,43,Kumamoto,1842,5659180,total,35069573
2005,44,Ooita,1210,4553708,agriculture,490343
2005,44,Ooita,1210,4553708,wood,554165
2005,44,Ooita,1210,4553708,mine,21981729
2005,44,Ooita,1210,4553708,machine,10544410
2005,44,Ooita,1210,4553708,chemical,24014270
2005,44,Ooita,1210,4553708,Smachine,1666062
2005,44,Ooita,1210,4553708,miscind,258612
2005,44,Ooita,1210,4553708,special,5584279
2005,44,Ooita,1210,4553708,total,65093870
2005,45,Miyazaki,1153,3588399,agriculture,2029322
2005,45,Miyazaki,1153,3588399,wood,1938584
2005,45,Miyazaki,1153,3588399,mine,4734495
2005,45,Miyazaki,1153,3588399,machine,918947
2005,45,Miyazaki,1153,3588399,chemical,6504323
2005,45,Miyazaki,1153,3588399,Smachine,1887554
2005,45,Miyazaki,1153,3588399,miscind,147379
2005,45,Miyazaki,1153,3588399,special,971987
2005,45,Miyazaki,1153,3588399,total,19132591
2005,46,Kagoshima,1753,5630408,agriculture,6114439
2005,46,Kagoshima,1753,5630408,wood,395314
2005,46,Kagoshima,1753,5630408,mine,6733904
2005,46,Kagoshima,1753,5630408,machine,1325811
2005,46,Kagoshima,1753,5630408,chemical,12741350
2005,46,Kagoshima,1753,5630408,Smachine,2234494
2005,46,Kagoshima,1753,5630408,miscind,448536
2005,46,Kagoshima,1753,5630408,special,7207374
2005,46,Kagoshima,1753,5630408,total,37201222
2005,47,Okinawa,1362,3662933,agriculture,519883
2005,47,Okinawa,1362,3662933,wood,1270234
2005,47,Okinawa,1362,3662933,mine,7284727
2005,47,Okinawa,1362,3662933,machine,830401
2005,47,Okinawa,1362,3662933,chemical,12491599
2005,47,Okinawa,1362,3662933,Smachine,2225082
2005,47,Okinawa,1362,3662933,miscind,174710
2005,47,Okinawa,1362,3662933,special,731245
2005,47,Okinawa,1362,3662933,total,25527881
2010,1,Hokkaido,5506,18137697,agriculture,13801375
2010,1,Hokkaido,5506,18137697,wood,1414808
2010,1,Hokkaido,5506,18137697,mine,30747801
2010,1,Hokkaido,5506,18137697,machine,7782702
2010,1,Hokkaido,5506,18137697,chemical,43040477
2010,1,Hokkaido,5506,18137697,Smachine,12403437
2010,1,Hokkaido,5506,18137697,miscind,2761384
2010,1,Hokkaido,5506,18137697,special,5243486
2010,1,Hokkaido,5506,18137697,total,117195470
2010,2,Aomori,1373,4401360,agriculture,3513842
2010,2,Aomori,1373,4401360,wood,303989
2010,2,Aomori,1373,4401360,mine,9526682
2010,2,Aomori,1373,4401360,machine,1895676
2010,2,Aomori,1373,4401360,chemical,7380296
2010,2,Aomori,1373,4401360,Smachine,1858590
2010,2,Aomori,1373,4401360,miscind,441413
2010,2,Aomori,1373,4401360,special,4405818
2010,2,Aomori,1373,4401360,total,29326306
2010,3,Iwate,1330,4121508,agriculture,1670489
2010,3,Iwate,1330,4121508,wood,524486
2010,3,Iwate,1330,4121508,mine,10069005
2010,3,Iwate,1330,4121508,machine,3002899
2010,3,Iwate,1330,4121508,chemical,7013563
2010,3,Iwate,1330,4121508,Smachine,1847559
2010,3,Iwate,1330,4121508,miscind,1390020
2010,3,Iwate,1330,4121508,special,888663
2010,3,Iwate,1330,4121508,total,26406684
2010,4,Miyagi,2348,7741402,agriculture,3929005
2010,4,Miyagi,2348,7741402,wood,624406
2010,4,Miyagi,2348,7741402,mine,10107782
2010,4,Miyagi,2348,7741402,machine,8095684
2010,4,Miyagi,2348,7741402,chemical,16439073
2010,4,Miyagi,2348,7741402,Smachine,7027497
2010,4,Miyagi,2348,7741402,miscind,1922468
2010,4,Miyagi,2348,7741402,special,3374442
2010,4,Miyagi,2348,7741402,total,51520357
2010,5,Akita,1086,3413112,agriculture,792405
2010,5,Akita,1086,3413112,wood,475024
2010,5,Akita,1086,3413112,mine,6946829
2010,5,Akita,1086,3413112,machine,1468726
2010,5,Akita,1086,3413112,chemical,3643419
2010,5,Akita,1086,3413112,Smachine,1289219
2010,5,Akita,1086,3413112,miscind,572390
2010,5,Akita,1086,3413112,special,428482
2010,5,Akita,1086,3413112,total,15616494
2010,6,Yamagata,1169,3512878,agriculture,1009766
2010,6,Yamagata,1169,3512878,wood,163491
2010,6,Yamagata,1169,3512878,mine,4815448
2010,6,Yamagata,1169,3512878,machine,2800469
2010,6,Yamagata,1169,3512878,chemical,3304312
2010,6,Yamagata,1169,3512878,Smachine,1409265
2010,6,Yamagata,1169,3512878,miscind,444987
2010,6,Yamagata,1169,3512878,special,686479
2010,6,Yamagata,1169,3512878,total,14634217
2010,7,Fukushima,2029,7024376,agriculture,1417457
2010,7,Fukushima,2029,7024376,wood,465272
2010,7,Fukushima,2029,7024376,mine,10893730
2010,7,Fukushima,2029,7024376,machine,6088483
2010,7,Fukushima,2029,7024376,chemical,10976967
2010,7,Fukushima,2029,7024376,Smachine,3268359
2010,7,Fukushima,2029,7024376,miscind,1524637
2010,7,Fukushima,2029,7024376,special,1857028
2010,7,Fukushima,2029,7024376,total,36491933
2010,8,Ibaraki,2970,10809225,agriculture,7606091
2010,8,Ibaraki,2970,10809225,wood,980019
2010,8,Ibaraki,2970,10809225,mine,18989773
2010,8,Ibaraki,2970,10809225,machine,16628144
2010,8,Ibaraki,2970,10809225,chemical,46774449
2010,8,Ibaraki,2970,10809225,Smachine,5978972
2010,8,Ibaraki,2970,10809225,miscind,2900644
2010,8,Ibaraki,2970,10809225,special,5762385
2010,8,Ibaraki,2970,10809225,total,105620477
2010,9,Tochigi,2008,7732670,agriculture,1159521
2010,9,Tochigi,2008,7732670,wood,163173
2010,9,Tochigi,2008,7732670,mine,22283433
2010,9,Tochigi,2008,7732670,machine,9352599
2010,9,Tochigi,2008,7732670,chemical,13647129
2010,9,Tochigi,2008,7732670,Smachine,4232654
2010,9,Tochigi,2008,7732670,miscind,1748863
2010,9,Tochigi,2008,7732670,special,2022976
2010,9,Tochigi,2008,7732670,total,54610348
2010,10,Gunma,2008,7308659,agriculture,2264895
2010,10,Gunma,2008,7308659,wood,388322
2010,10,Gunma,2008,7308659,mine,8238415
2010,10,Gunma,2008,7308659,machine,11570972
2010,10,Gunma,2008,7308659,chemical,10988678
2010,10,Gunma,2008,7308659,Smachine,5688116
2010,10,Gunma,2008,7308659,miscind,1961577
2010,10,Gunma,2008,7308659,special,2058252
2010,10,Gunma,2008,7308659,total,43159227
2010,11,Saitama,7195,19728869,agriculture,4597907
2010,11,Saitama,7195,19728869,wood,563128
2010,11,Saitama,7195,19728869,mine,15565063
2010,11,Saitama,7195,19728869,machine,14351384
2010,11,Saitama,7195,19728869,chemical,27285516
2010,11,Saitama,7195,19728869,Smachine,12952772
2010,11,Saitama,7195,19728869,miscind,5902392
2010,11,Saitama,7195,19728869,special,5940752
2010,11,Saitama,7195,19728869,total,87158914
2010,12,Chiba,6216,19265129,agriculture,4678672
2010,12,Chiba,6216,19265129,wood,5493932
2010,12,Chiba,6216,19265129,mine,7093829
2010,12,Chiba,6216,19265129,machine,29335934
2010,12,Chiba,6216,19265129,chemical,107198376
2010,12,Chiba,6216,19265129,Smachine,11126019
2010,12,Chiba,6216,19265129,miscind,3460207
2010,12,Chiba,6216,19265129,special,9604454
2010,12,Chiba,6216,19265129,total,177991423
2010,13,Tokyo,13159,92059902,agriculture,15395032
2010,13,Tokyo,13159,92059902,wood,3967103
2010,13,Tokyo,13159,92059902,mine,5411539
2010,13,Tokyo,13159,92059902,machine,17739019
2010,13,Tokyo,13159,92059902,chemical,21649526
2010,13,Tokyo,13159,92059902,Smachine,19937943
2010,13,Tokyo,13159,92059902,miscind,9644418
2010,13,Tokyo,13159,92059902,special,14112751
2010,13,Tokyo,13159,92059902,total,107857331
2010,14,Kanagawa,9048,29848958,agriculture,7848283
2010,14,Kanagawa,9048,29848958,wood,418686
2010,14,Kanagawa,9048,29848958,mine,9704765
2010,14,Kanagawa,9048,29848958,machine,17932736
2010,14,Kanagawa,9048,29848958,chemical,84553014
2010,14,Kanagawa,9048,29848958,Smachine,11250578
2010,14,Kanagawa,9048,29848958,miscind,4662346
2010,14,Kanagawa,9048,29848958,special,9039527
2010,14,Kanagawa,9048,29848958,total,145409935
2010,15,Niigata,2374,8460554,agriculture,1753311
2010,15,Niigata,2374,8460554,wood,750415
2010,15,Niigata,2374,8460554,mine,10719576
2010,15,Niigata,2374,8460554,machine,4156924
2010,15,Niigata,2374,8460554,chemical,20494497
2010,15,Niigata,2374,8460554,Smachine,6193616
2010,15,Niigata,2374,8460554,miscind,1181964
2010,15,Niigata,2374,8460554,special,8366947
2010,15,Niigata,2374,8460554,total,53617250
2010,16,Toyama,1093,4161138,agriculture,719931
2010,16,Toyama,1093,4161138,wood,286778
2010,16,Toyama,1093,4161138,mine,8750808
2010,16,Toyama,1093,4161138,machine,5748748
2010,16,Toyama,1093,4161138,chemical,7614989
2010,16,Toyama,1093,4161138,Smachine,1901794
2010,16,Toyama,1093,4161138,miscind,2170539
2010,16,Toyama,1093,4161138,special,1029134
2010,16,Toyama,1093,4161138,total,28222721
2010,17,Ishikawa,1170,4345594,agriculture,753115
2010,17,Ishikawa,1170,4345594,wood,198467
2010,17,Ishikawa,1170,4345594,mine,5399619
2010,17,Ishikawa,1170,4345594,machine,3636299
2010,17,Ishikawa,1170,4345594,chemical,4622343
2010,17,Ishikawa,1170,4345594,Smachine,2202094
2010,17,Ishikawa,1170,4345594,miscind,737410
2010,17,Ishikawa,1170,4345594,special,966504
2010,17,Ishikawa,1170,4345594,total,18515851
2010,18,Fukui,806,3291471,agriculture,549646
2010,18,Fukui,806,3291471,wood,141266
2010,18,Fukui,806,3291471,mine,4208140
2010,18,Fukui,806,3291471,machine,2142018
2010,18,Fukui,806,3291471,chemical,5506084
2010,18,Fukui,806,3291471,Smachine,1279479
2010,18,Fukui,806,3291471,miscind,1189768
2010,18,Fukui,806,3291471,special,220747
2010,18,Fukui,806,3291471,total,15237148
2010,19,Yamanashi,863,2970503,agriculture,414335
2010,19,Yamanashi,863,2970503,wood,46561
2010,19,Yamanashi,863,2970503,mine,4881622
2010,19,Yamanashi,863,2970503,machine,1382344
2010,19,Yamanashi,863,2970503,chemical,4479204
2010,19,Yamanashi,863,2970503,Smachine,2030526
2010,19,Yamanashi,863,2970503,miscind,340274
2010,19,Yamanashi,863,2970503,special,461928
2010,19,Yamanashi,863,2970503,total,14036794
2010,20,Nagano,2152,7573478,agriculture,2394202
2010,20,Nagano,2152,7573478,wood,155793
2010,20,Nagano,2152,7573478,mine,14927635
2010,20,Nagano,2152,7573478,machine,4420375
2010,20,Nagano,2152,7573478,chemical,7872584
2010,20,Nagano,2152,7573478,Smachine,3948301
2010,20,Nagano,2152,7573478,miscind,3968302
2010,20,Nagano,2152,7573478,special,1729384
2010,20,Nagano,2152,7573478,total,39416576
2010,21,Gifu,2081,7036710,agriculture,781503
2010,21,Gifu,2081,7036710,wood,782469
2010,21,Gifu,2081,7036710,mine,19837987
2010,21,Gifu,2081,7036710,machine,5893512
2010,21,Gifu,2081,7036710,chemical,17282161
2010,21,Gifu,2081,7036710,Smachine,2845897
2010,21,Gifu,2081,7036710,miscind,1676265
2010,21,Gifu,2081,7036710,special,1861080
2010,21,Gifu,2081,7036710,total,50960874
2010,22,Shizuoka,3765,15011610,agriculture,5505694
2010,22,Shizuoka,3765,15011610,wood,865049
2010,22,Shizuoka,3765,15011610,mine,11614796
2010,22,Shizuoka,3765,15011610,machine,21092425
2010,22,Shizuoka,3765,15011610,chemical,21392972
2010,22,Shizuoka,3765,15011610,Smachine,17133113
2010,22,Shizuoka,3765,15011610,miscind,3430136
2010,22,Shizuoka,3765,15011610,special,2748904
2010,22,Shizuoka,3765,15011610,total,83783089
2010,23,Aichi,7411,32443656,agriculture,8015080
2010,23,Aichi,7411,32443656,wood,837094
2010,23,Aichi,7411,32443656,mine,12039037
2010,23,Aichi,7411,32443656,machine,77377356
2010,23,Aichi,7411,32443656,chemical,57489151
2010,23,Aichi,7411,32443656,Smachine,18053147
2010,23,Aichi,7411,32443656,miscind,10360528
2010,23,Aichi,7411,32443656,special,19360509
2010,23,Aichi,7411,32443656,total,203531902
2010,24,Mie,1855,7207157,agriculture,1297599
2010,24,Mie,1855,7207157,wood,556706
2010,24,Mie,1855,7207157,mine,19545403
2010,24,Mie,1855,7207157,machine,6733359
2010,24,Mie,1855,7207157,chemical,39511774
2010,24,Mie,1855,7207157,Smachine,3463487
2010,24,Mie,1855,7207157,miscind,1211523
2010,24,Mie,1855,7207157,special,1360567
2010,24,Mie,1855,7207157,total,73680418
2010,25,Shiga,1411,5825494,agriculture,359748
2010,25,Shiga,1411,5825494,wood,1446609
2010,25,Shiga,1411,5825494,mine,3877415
2010,25,Shiga,1411,5825494,machine,6771605
2010,25,Shiga,1411,5825494,chemical,11913102
2010,25,Shiga,1411,5825494,Smachine,3060875
2010,25,Shiga,1411,5825494,miscind,1506650
2010,25,Shiga,1411,5825494,special,928671
2010,25,Shiga,1411,5825494,total,29864675
2010,26,Kyoto,2636,9650795,agriculture,1991881
2010,26,Kyoto,2636,9650795,wood,513548
2010,26,Kyoto,2636,9650795,mine,9324527
2010,26,Kyoto,2636,9650795,machine,2438021
2010,26,Kyoto,2636,9650795,chemical,7746804
2010,26,Kyoto,2636,9650795,Smachine,5790816
2010,26,Kyoto,2636,9650795,miscind,1738768
2010,26,Kyoto,2636,9650795,special,1144480
2010,26,Kyoto,2636,9650795,total,30688845
2010,27,Osaka,8865,36649230,agriculture,6885899
2010,27,Osaka,8865,36649230,wood,1051770
2010,27,Osaka,8865,36649230,mine,7417381
2010,27,Osaka,8865,36649230,machine,38946822
2010,27,Osaka,8865,36649230,chemical,50092546
2010,27,Osaka,8865,36649230,Smachine,13437084
2010,27,Osaka,8865,36649230,miscind,9097629
2010,27,Osaka,8865,36649230,special,14317785
2010,27,Osaka,8865,36649230,total,141246916
2010,28,Hyougo,5588,18394905,agriculture,6954822
2010,28,Hyougo,5588,18394905,wood,1723441
2010,28,Hyougo,5588,18394905,mine,17719380
2010,28,Hyougo,5588,18394905,machine,23674165
2010,28,Hyougo,5588,18394905,chemical,30572131
2010,28,Hyougo,5588,18394905,Smachine,11753946
2010,28,Hyougo,5588,18394905,miscind,2578163
2010,28,Hyougo,5588,18394905,special,6709790
2010,28,Hyougo,5588,18394905,total,101685838
2010,29,Nara,1401,3469586,agriculture,745791
2010,29,Nara,1401,3469586,wood,269781
2010,29,Nara,1401,3469586,mine,1832191
2010,29,Nara,1401,3469586,machine,1724593
2010,29,Nara,1401,3469586,chemical,3377001
2010,29,Nara,1401,3469586,Smachine,1010966
2010,29,Nara,1401,3469586,miscind,1177005
2010,29,Nara,1401,3469586,special,252607
2010,29,Nara,1401,3469586,total,10389935
2010,30,Wakayama,1002,3330256,agriculture,460902
2010,30,Wakayama,1002,3330256,wood,275437
2010,30,Wakayama,1002,3330256,mine,1267955
2010,30,Wakayama,1002,3330256,machine,6714685
2010,30,Wakayama,1002,3330256,chemical,14029748
2010,30,Wakayama,1002,3330256,Smachine,1384560
2010,30,Wakayama,1002,3330256,miscind,290003
2010,30,Wakayama,1002,3330256,special,533518
2010,30,Wakayama,1002,3330256,total,24956808
2010,31,Tottori,589,1837929,agriculture,501193
2010,31,Tottori,589,1837929,wood,179246
2010,31,Tottori,589,1837929,mine,2176921
2010,31,Tottori,589,1837929,machine,539280
