mode,time_1ibaraki,time_2tokyo,time_3hachinohe,time_4rail,time_5seikan,cost_1ibaraki,cost_2tokyo,cost_3hachinohe,cost_4rail,cost_5seikan,w1_al1,w1_al2,w1_al3,w1_al4,w1_al5,w2_al1,w2_al2,w2_al3,w2_al4,w2_al5,w3_al1,w3_al2,w3_al3,w3_al4,w3_al5,w4_al1,w4_al2,w4_al3,w4_al4,w4_al5,goods
1,21.93,36.943,17.312,32.908,18,299.38,347.55,274.5,179.9,348.22,2.653212514,0,0,0,0,0,2.653212514,0,0,0,0,0,2.653212514,0,0,0,0,0,2.653212514,0,5
1,22.34,33.867,17.45,22.752,18.212,324.08,306.65,285.66,191.9,354.75,4.681241237,0,0,0,0,0,4.681241237,0,0,0,0,0,4.681241237,0,0,0,0,0,4.681241237,0,1
1,22.6,36.555,17.56,26.163,18.25,325.67,329.35,291.04,186.6,353.76,3.840983837,0,0,0,0,0,3.840983837,0,0,0,0,0,3.840983837,0,0,0,0,0,3.840983837,0,6
1,22.717,35.877,17.82,37.347,18.61,314.56,308.7,277.4,184,356.85,4.113943352,0,0,0,0,0,4.113943352,0,0,0,0,0,4.113943352,0,0,0,0,0,4.113943352,0,4
1,23.795,37.727,18.582,35.887,19.405,344.07,346.22,291.83,210.3,364.18,2.976808337,0,0,0,0,0,2.976808337,0,0,0,0,0,2.976808337,0,0,0,0,0,2.976808337,0,6
1,21.142,37.828,16.457,31.653,17.147,289.49,362.16,262.31,172.4,333.45,4.230448921,0,0,0,0,0,4.230448921,0,0,0,0,0,4.230448921,0,0,0,0,0,4.230448921,0,6
1,22.228,37.242,17.61,33.352,18.3,305.33,353.5,280.45,190.4,351.59,3.62324929,0,0,0,0,0,3.62324929,0,0,0,0,0,3.62324929,0,0,0,0,0,3.62324929,0,5
1,22.697,37.037,17.082,23.19,17.772,328.54,335.69,277.46,190.4,348.12,0.602059991,0,0,0,0,0,0.602059991,0,0,0,0,0,0.602059991,0,0,0,0,0,0.602059991,0,4
1,22.663,37.502,17.05,32.088,17.74,327.11,351.56,278.01,181.4,348.57,2.746634199,0,0,0,0,0,2.746634199,0,0,0,0,0,2.746634199,0,0,0,0,0,2.746634199,0,4
1,22.75,38.39,15.52,29.867,16.19,314.23,375.53,251.91,182.9,304.12,3.11058971,0,0,0,0,0,3.11058971,0,0,0,0,0,3.11058971,0,0,0,0,0,3.11058971,0,4
1,21.762,36.932,16.333,32.355,17.063,300.18,329.99,249.94,190.8,330.55,3.179838928,0,0,0,0,0,3.179838928,0,0,0,0,0,3.179838928,0,0,0,0,0,3.179838928,0,5
1,21.285,33.723,15.68,25.567,16.485,296.17,302.91,246.83,171.3,326.28,4.769598848,0,0,0,0,0,4.769598848,0,0,0,0,0,4.769598848,0,0,0,0,0,4.769598848,0,6
1,21.805,37.723,16.068,19.728,16.757,311.62,357.72,255.66,176.1,329.28,4.204119983,0,0,0,0,0,4.204119983,0,0,0,0,0,4.204119983,0,0,0,0,0,4.204119983,0,4
1,22.307,37.927,16.475,20.313,17.165,319.99,361.18,270.03,191.9,341.07,3.41564098,0,0,0,0,0,3.41564098,0,0,0,0,0,3.41564098,0,0,0,0,0,3.41564098,0,5
1,21.297,37.77,15.798,33.022,16.487,293.75,363.78,259.08,161.9,329.74,0.954242509,0,0,0,0,0,0.954242509,0,0,0,0,0,0.954242509,0,0,0,0,0,0.954242509,0,4
1,22.757,32.927,17.867,40.943,18.627,331.89,290.74,292.13,186.3,362.79,4.05380806,0,0,0,0,0,4.05380806,0,0,0,0,0,4.05380806,0,0,0,0,0,4.05380806,0,6
1,22.193,37.502,16.722,19.943,17.352,313.35,350.32,264.98,176.1,323.17,4.32674538,0,0,0,0,0,4.32674538,0,0,0,0,0,4.32674538,0,0,0,0,0,4.32674538,0,4
1,25.835,40.175,20.22,40.463,20.91,383.82,390.97,332.74,244.8,401.3,1.176091259,0,0,0,0,0,1.176091259,0,0,0,0,0,1.176091259,0,0,0,0,0,1.176091259,0,7
1,22.507,36.838,17.292,24.777,17.982,321.35,338.25,277.96,181.4,348.62,2.230448921,0,0,0,0,0,2.230448921,0,0,0,0,0,2.230448921,0,0,0,0,0,2.230448921,0,6
1,24.15,38.49,18.535,35.18,19.225,359.6,366.75,308.52,193,373.72,1.204119983,0,0,0,0,0,1.204119983,0,0,0,0,0,1.204119983,0,0,0,0,0,1.204119983,0,4
1,24.315,34.485,19.425,47.087,20.305,356.46,315.31,316.7,204.7,389.27,3.980548739,0,0,0,0,0,3.980548739,0,0,0,0,0,3.980548739,0,0,0,0,0,3.980548739,0,1
1,22.49,36.45,17.45,26.055,17.718,318.96,322.64,275.91,181.4,334.86,1.397940009,0,0,0,0,0,1.397940009,0,0,0,0,0,1.397940009,0,0,0,0,0,1.397940009,0,4
1,21.73,37.047,16.833,25.452,17.522,304.74,342.76,269.54,181.4,340.2,2.698970004,0,0,0,0,0,2.698970004,0,0,0,0,0,2.698970004,0,0,0,0,0,2.698970004,0,4
1,22.713,35.873,17.818,38.317,18.508,329.59,320.32,289.83,186.3,360.49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
1,22.603,36.563,17.568,24.953,18.258,325.67,329.35,283.6,186.6,354.74,2.079181246,0,0,0,0,0,2.079181246,0,0,0,0,0,2.079181246,0,0,0,0,0,2.079181246,0,5
1,22.803,35.957,17.907,38.403,18.537,324.6,315.41,286.77,181,344.96,3.812913357,0,0,0,0,0,3.812913357,0,0,0,0,0,3.812913357,0,0,0,0,0,3.812913357,0,1
1,26.067,40.407,20.452,35.26,21.275,374.61,381.76,323.53,202,399.46,1.51851394,0,0,0,0,0,1.51851394,0,0,0,0,0,1.51851394,0,0,0,0,0,1.51851394,0,4
1,22.717,35.877,17.82,37.347,18.61,314.56,308.7,277.4,184,356.85,4.113943352,0,0,0,0,0,4.113943352,0,0,0,0,0,4.113943352,0,0,0,0,0,4.113943352,0,4
1,21.805,37.723,16.068,19.728,16.757,311.62,357.72,255.66,176.1,329.28,3.976074732,0,0,0,0,0,3.976074732,0,0,0,0,0,3.976074732,0,0,0,0,0,3.976074732,0,6
1,24.187,34.357,19.297,49.623,20.153,347.78,306.63,308.02,194.1,384.55,3.643452676,0,0,0,0,0,3.643452676,0,0,0,0,0,3.643452676,0,0,0,0,0,3.643452676,0,1
1,22.523,37.693,17.095,37.728,17.208,326.32,356.13,276.08,189.3,319.14,3.374748346,0,0,0,0,0,3.374748346,0,0,0,0,0,3.374748346,0,0,0,0,0,3.374748346,0,5
1,24.137,35.477,18.705,32.595,19.585,346.37,333.64,303.49,214.1,376.06,3.73239376,0,0,0,0,0,3.73239376,0,0,0,0,0,3.73239376,0,0,0,0,0,3.73239376,0,1
1,22.905,33.075,18.015,41.79,18.95,325.67,284.52,285.91,206.4,365.73,3.707570176,0,0,0,0,0,3.707570176,0,0,0,0,0,3.707570176,0,0,0,0,0,3.707570176,0,1
1,22.552,36.883,17.337,24.74,18.025,321.35,338.25,277.96,176.1,348.62,2.77815125,0,0,0,0,0,2.77815125,0,0,0,0,0,2.77815125,0,0,0,0,0,2.77815125,0,5
1,23.88,37.245,18.983,39.908,19.807,346.85,341.46,310.97,196.4,384.05,2.602059991,0,0,0,0,0,2.602059991,0,0,0,0,0,2.602059991,0,0,0,0,0,2.602059991,0,1
1,21.502,37.657,16.83,32.04,17.52,296.1,357.27,272.03,182.9,343.17,1.431363764,0,0,0,0,0,1.431363764,0,0,0,0,0,1.431363764,0,0,0,0,0,1.431363764,0,6
1,25.22,37.018,20.33,39.478,21.09,368.53,358.74,330.43,246.4,402.36,3.84509804,0,0,0,0,0,3.84509804,0,0,0,0,0,3.84509804,0,0,0,0,0,3.84509804,0,2
1,23.235,36.395,18.25,25.453,18.938,333.63,326.61,299.28,191.5,361.52,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,5
1,22.535,37.373,16.922,31.92,17.61,323.6,348.05,274.5,176.1,348.12,2.330413773,0,0,0,0,0,2.330413773,0,0,0,0,0,2.330413773,0,0,0,0,0,2.330413773,0,4
1,21.55,37.285,16.667,19.83,17.355,304.69,344.7,266.18,181.4,339.8,3.301029996,0,0,0,0,0,3.301029996,0,0,0,0,0,3.301029996,0,0,0,0,0,3.301029996,0,6
1,22.48,35.915,17.585,18.917,18.273,323.76,320.32,289.83,184.8,360.49,2.833784375,0,0,0,0,0,2.833784375,0,0,0,0,0,2.833784375,0,0,0,0,0,2.833784375,0,1
1,26.972,37.168,21.815,63.228,22.697,394.95,354.14,344.05,210.7,411.56,2.602059991,0,0,0,0,0,2.602059991,0,0,0,0,0,2.602059991,0,0,0,0,0,2.602059991,0,1
1,22.757,32.927,17.867,40.943,18.627,331.89,290.74,292.13,186.3,362.79,3.789721694,0,0,0,0,0,3.789721694,0,0,0,0,0,3.789721694,0,0,0,0,0,3.789721694,0,6
1,27.347,41.687,21.732,41.475,22.422,398.17,405.32,347.09,267.3,419.01,0.602059991,0,0,0,0,0,0.602059991,0,0,0,0,0,0.602059991,0,0,0,0,0,0.602059991,0,4
1,22.582,36.922,16.967,23.292,17.657,321.01,328.16,269.93,190.4,343.62,2.033423755,0,0,0,0,0,2.033423755,0,0,0,0,0,2.033423755,0,0,0,0,0,2.033423755,0,4
1,23.908,37.068,19.013,64.392,19.812,342.05,332.78,302.29,188.9,379.33,1.230448921,0,0,0,0,0,1.230448921,0,0,0,0,0,1.230448921,0,0,0,0,0,1.230448921,0,5
1,26.057,36.227,21.167,47.118,22.047,377.51,336.36,337.75,197.9,413.68,3.074816441,0,0,0,0,0,3.074816441,0,0,0,0,0,3.074816441,0,0,0,0,0,3.074816441,0,1
1,22.342,36.74,16.883,23.305,17.573,312.65,335.05,270.94,190.4,344.63,2.870988814,0,0,0,0,0,2.870988814,0,0,0,0,0,2.870988814,0,0,0,0,0,2.870988814,0,4
1,25.682,37.332,20.37,50.372,21.25,366.25,358.88,323.73,207.3,399.66,1.681241237,0,0,0,0,0,1.681241237,0,0,0,0,0,1.681241237,0,0,0,0,0,1.681241237,0,1
1,23.06,36.628,18.35,39.822,18.463,328.48,338.6,298.1,179.9,341.16,3.98668218,0,0,0,0,0,3.98668218,0,0,0,0,0,3.98668218,0,0,0,0,0,3.98668218,0,4
1,23.813,37.773,18.778,33.05,19.602,343.92,347.6,301.85,193,374.93,1.301029996,0,0,0,0,0,1.301029996,0,0,0,0,0,1.301029996,0,0,0,0,0,1.301029996,0,5
1,26.913,40.073,22.018,66.915,22.842,390.32,381.05,350.56,241.3,421.43,1.230448921,0,0,0,0,0,1.230448921,0,0,0,0,0,1.230448921,0,0,0,0,0,1.230448921,0,5
1,22.347,33.908,17.457,34.343,17.643,325.62,311.35,287.2,189.3,330.26,3.549125927,0,0,0,0,0,3.549125927,0,0,0,0,0,3.549125927,0,0,0,0,0,3.549125927,0,1
1,22.48,35.915,17.585,18.917,18.273,323.76,320.32,289.83,184.8,360.49,3.673481697,0,0,0,0,0,3.673481697,0,0,0,0,0,3.673481697,0,0,0,0,0,3.673481697,0,1
1,22.663,33.892,17.773,35.193,16.538,326.03,304.32,287.45,212.9,324.58,3.120573931,0,0,0,0,0,3.120573931,0,0,0,0,0,3.120573931,0,0,0,0,0,3.120573931,0,6
1,22.935,37.275,17.32,23.428,18.01,331.43,338.58,280.35,195.6,351.49,0.301029996,0,0,0,0,0,0.301029996,0,0,0,0,0,0.301029996,0,0,0,0,0,0.301029996,0,4
1,23.673,35.158,18.062,40.94,18.942,347.75,333.67,298.6,193,371.68,4.924279286,0,0,0,0,0,4.924279286,0,0,0,0,0,4.924279286,0,0,0,0,0,4.924279286,0,6
1,22.615,33.242,17.725,26.542,17.913,331.8,301.36,297.87,182.2,332.51,4.290034611,0,0,0,0,0,4.290034611,0,0,0,0,0,4.290034611,0,0,0,0,0,4.290034611,0,6
1,24.688,37.05,19.798,49.108,20.558,356.65,362.79,321.45,230.6,393.38,3.698970004,0,0,0,0,0,3.698970004,0,0,0,0,0,3.698970004,0,0,0,0,0,3.698970004,0,2
1,25.875,40.215,20.26,38.017,21.083,375.79,382.94,324.71,211,400.64,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,4
1,24.162,37.322,19.267,60.417,20.09,350.73,341.46,310.97,188.9,384.05,2.267171728,0,0,0,0,0,2.267171728,0,0,0,0,0,2.267171728,0,0,0,0,0,2.267171728,0,1
1,22.467,37.648,16.853,23.648,17.543,327.26,359.06,271.63,211.4,342.77,3.88592634,0,0,0,0,0,3.88592634,0,0,0,0,0,3.88592634,0,0,0,0,0,3.88592634,0,7
1,22.257,37.427,16.828,23.307,17.517,318.28,348.09,268.04,190.4,338.7,3.338854746,0,0,0,0,0,3.338854746,0,0,0,0,0,3.338854746,0,0,0,0,0,3.338854746,0,5
1,22.717,35.877,17.82,37.347,18.61,314.56,308.7,277.4,184,356.85,4.113943352,0,0,0,0,0,4.113943352,0,0,0,0,0,4.113943352,0,0,0,0,0,4.113943352,0,4
1,24.622,41.095,19.123,47.212,19.947,339.82,409.85,305.15,187.8,381.08,3.002597981,0,0,0,0,0,3.002597981,0,0,0,0,0,3.002597981,0,0,0,0,0,3.002597981,0,4
1,24.928,37.527,19.08,49.472,19.96,360.98,372.14,311.32,208.8,390.62,3.301029996,0,0,0,0,0,3.301029996,0,0,0,0,0,3.301029996,0,0,0,0,0,3.301029996,0,7
1,21.54,36.553,16.922,33.378,17.652,284.34,332.51,259.46,201,340.07,1.954242509,0,0,0,0,0,1.954242509,0,0,0,0,0,1.954242509,0,0,0,0,0,1.954242509,0,5
1,21.715,37.813,16.238,20.215,16.928,306.83,357.93,259.01,192,332.7,2.69019608,0,0,0,0,0,2.69019608,0,0,0,0,0,2.69019608,0,0,0,0,0,2.69019608,0,7
1,24.22,34.39,19.33,65.06,20.212,354.53,314.46,312.82,197.9,385.9,3.728353782,0,0,0,0,0,3.728353782,0,0,0,0,0,3.728353782,0,0,0,0,0,3.728353782,0,1
1,22.013,37.103,16.4,22.958,17.088,319.02,348.57,265.38,190.4,339.1,3.363047595,0,0,0,0,0,3.363047595,0,0,0,0,0,3.363047595,0,0,0,0,0,3.363047595,0,5
2,21.893,37.53,16.812,19.837,17.5,310.81,350.84,267.44,176.1,338.1,1.633468456,0,0,0,0,0,1.633468456,0,0,0,0,0,1.633468456,0,0,0,0,0,1.633468456,0,7
2,22.54,36.473,17.498,25.585,18.187,320.63,326.56,282.1,170.9,355.6,4.196563035,0,0,0,0,0,4.196563035,0,0,0,0,0,4.196563035,0,0,0,0,0,4.196563035,0,6
2,21.928,32.282,17.037,20.41,17.843,304.5,269.08,268.62,183.7,348.07,4.589391023,0,0,0,0,0,4.589391023,0,0,0,0,0,4.589391023,0,0,0,0,0,4.589391023,0,6
2,22.952,36.112,18.057,38.553,18.747,332.48,323.21,292.72,191.5,363.86,3.404149249,0,0,0,0,0,3.404149249,0,0,0,0,0,3.404149249,0,0,0,0,0,3.404149249,0,5
2,21.873,37.51,16.792,28.463,18.045,301.94,341.97,258.57,204.4,339.96,1.755874856,0,0,0,0,0,1.755874856,0,0,0,0,0,1.755874856,0,0,0,0,0,1.755874856,0,7
2,21.788,37.425,16.707,19.668,17.395,307.75,347.78,264.38,176.1,338.1,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,7
2,21.23,36.867,16.148,27.132,16.938,289.6,329.63,246.23,166,325.68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,24.683,40.32,19.602,17.817,13.48,356.13,396.16,312.76,139,263.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,22.407,36.335,17.51,19.035,18.2,324.75,328.09,284.3,184.8,355.44,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,6
2,23.328,33.508,18.297,44.683,18.287,338.03,301.11,293.87,189.3,355.21,3.698970004,0,0,0,0,0,3.698970004,0,0,0,0,0,3.698970004,0,0,0,0,0,3.698970004,0,6
2,22.552,35.712,17.657,54.597,18.447,317.56,312.81,278.45,195.7,357.9,3,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,3,0,4
2,25.218,40.855,20.137,31.945,20.96,356.88,396.91,313.51,193,389.44,1.851258349,0,0,0,0,0,1.851258349,0,0,0,0,0,1.851258349,0,0,0,0,0,1.851258349,0,7
2,21.708,37.345,16.627,19.785,17.315,303.89,343.92,260.52,176.1,334.02,2.235528447,0,0,0,0,0,2.235528447,0,0,0,0,0,2.235528447,0,0,0,0,0,2.235528447,0,7
2,22.188,32.653,17.298,20.72,17.288,320.58,283.31,284.7,188.9,346.04,4.301029996,0,0,0,0,0,4.301029996,0,0,0,0,0,4.301029996,0,0,0,0,0,4.301029996,0,6
2,22.243,32.78,17.242,20.825,17.233,316.78,286.34,283.02,183.7,344.36,4,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,0,0,4,0,6
2,23.973,37.902,19.077,29.06,19.767,352.06,355.4,311.61,211.9,380.18,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,6
2,22.835,35.995,17.938,41.915,18.627,331.54,326.46,289.83,204.7,360.49,4.255272505,0,0,0,0,0,4.255272505,0,0,0,0,0,4.255272505,0,0,0,0,0,4.255272505,0,1
2,21.903,37.54,16.822,19.782,17.405,307.75,347.78,264.38,176.1,322.57,1.113943352,0,0,0,0,0,1.113943352,0,0,0,0,0,1.113943352,0,0,0,0,0,1.113943352,0,7
2,23.973,37.902,19.077,29.06,19.767,352.06,355.4,311.61,211.9,380.18,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,6
2,22.767,32.947,17.733,44.69,18.54,320.05,283.42,279.26,184,358.71,4.5594278,0,0,0,0,0,4.5594278,0,0,0,0,0,4.5594278,0,0,0,0,0,4.5594278,0,6
2,23.665,37.127,18.895,38.55,18.005,333.43,351,303.67,181.4,334.19,4.290034611,0,0,0,0,0,4.290034611,0,0,0,0,0,4.290034611,0,0,0,0,0,4.290034611,0,5
2,25.027,40.663,19.945,34.7,20.768,358.06,398.09,314.69,193,390.62,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,7
2,22.16,37.797,17.078,30.51,17.192,318.85,358.88,275.48,175,318.54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,22.44,32.905,17.55,19.03,18.31,328.01,290.74,292.13,184.8,362.79,4.556302501,0,0,0,0,0,4.556302501,0,0,0,0,0,4.556302501,0,0,0,0,0,4.556302501,0,6
2,21.768,32.233,16.878,20.227,17.683,306.35,269.08,270.47,178.4,349.92,4.876448787,0,0,0,0,0,4.876448787,0,0,0,0,0,4.876448787,0,0,0,0,0,4.876448787,0,6
2,22.993,37.158,17.38,32.37,17.877,330.49,344.91,277.46,181.4,332.59,4.033423755,0,0,0,0,0,4.033423755,0,0,0,0,0,4.033423755,0,0,0,0,0,4.033423755,0,5
2,23.118,35.315,18.228,42.538,18.988,342.74,342.02,309.58,184,374.78,4.477121255,0,0,0,0,0,4.477121255,0,0,0,0,0,4.477121255,0,0,0,0,0,4.477121255,0,6
2,22.767,32.947,17.733,44.69,18.54,320.05,283.42,279.26,184,358.71,4.5594278,0,0,0,0,0,4.5594278,0,0,0,0,0,4.5594278,0,0,0,0,0,4.5594278,0,6
2,21.788,37.425,16.707,19.668,17.395,307.75,347.78,264.38,176.1,338.1,0.698970004,0,0,0,0,0,0.698970004,0,0,0,0,0,0.698970004,0,0,0,0,0,0.698970004,0,7
2,22.213,36.142,17.317,18.76,18.005,321.86,325.2,281.41,174.3,352.07,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,6
2,21.873,37.51,16.792,28.463,18.045,301.94,341.97,258.57,204.4,339.96,2.045322979,0,0,0,0,0,2.045322979,0,0,0,0,0,2.045322979,0,0,0,0,0,2.045322979,0,7
2,22.952,36.112,18.057,38.553,18.747,332.48,323.21,292.72,191.5,363.86,3.589837943,0,0,0,0,0,3.589837943,0,0,0,0,0,3.589837943,0,0,0,0,0,3.589837943,0,5
2,22.302,36.257,17.262,25.72,17.95,319.72,323.4,285.09,176.1,350.39,3.643551369,0,0,0,0,0,3.643551369,0,0,0,0,0,3.643551369,0,0,0,0,0,3.643551369,0,6
2,22.16,37.797,17.078,30.51,17.192,318.85,358.88,275.48,175,318.54,0.903089987,0,0,0,0,0,0.903089987,0,0,0,0,0,0.903089987,0,0,0,0,0,0.903089987,0,7
2,21.96,32.907,17.07,20.633,17.06,314.88,286.34,274.43,183.7,335.77,3.698970004,0,0,0,0,0,3.698970004,0,0,0,0,0,3.698970004,0,0,0,0,0,3.698970004,0,6
2,22.005,37.642,16.923,20.005,17.192,306.99,347.02,263.62,181.4,322.57,1.397940009,0,0,0,0,0,1.397940009,0,0,0,0,0,1.397940009,0,0,0,0,0,1.397940009,0,7
2,22.952,36.112,18.057,38.553,18.747,332.48,323.21,292.72,191.5,363.86,3.68735057,0,0,0,0,0,3.68735057,0,0,0,0,0,3.68735057,0,0,0,0,0,3.68735057,0,5
2,21.967,37.603,16.885,19.992,17.573,310.81,350.84,267.44,186.6,338.1,1.568201724,0,0,0,0,0,1.568201724,0,0,0,0,0,1.568201724,0,0,0,0,0,1.568201724,0,7
2,22.393,33.323,17.355,34.013,18.117,323.23,296.88,280.18,186.7,350.84,4.322219295,0,0,0,0,0,4.322219295,0,0,0,0,0,4.322219295,0,0,0,0,0,4.322219295,0,6
2,22.577,33.308,17.422,65.38,18.227,317.05,290.01,266.62,178.4,346.07,4.478248955,0,0,0,0,0,4.478248955,0,0,0,0,0,4.478248955,0,0,0,0,0,4.478248955,0,4
2,21.935,37.572,16.853,28.828,16.208,310.8,350.83,267.43,157,314.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,25.663,41.3,20.582,35.073,21.272,373.7,413.73,330.33,233.2,400.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,21.903,37.54,16.822,19.782,17.405,307.75,347.78,264.38,176.1,322.57,0.954242509,0,0,0,0,0,0.954242509,0,0,0,0,0,0.954242509,0,0,0,0,0,0.954242509,0,7
2,22.82,36.177,17.925,29.292,18.555,326.98,323.85,287.22,191.5,345.41,4.278753601,0,0,0,0,0,4.278753601,0,0,0,0,0,4.278753601,0,0,0,0,0,4.278753601,0,4
2,25.218,40.855,20.137,31.945,20.96,356.88,396.91,313.51,193,389.44,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,7
2,21.893,37.53,16.812,19.837,17.5,310.81,350.84,267.44,176.1,338.1,0.903089987,0,0,0,0,0,0.903089987,0,0,0,0,0,0.903089987,0,0,0,0,0,0.903089987,0,7
2,24.683,40.32,19.602,17.817,13.48,356.13,396.16,312.76,139,263.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,21.893,37.53,16.812,19.837,17.5,310.81,350.84,267.44,176.1,338.1,0.301029996,0,0,0,0,0,0.301029996,0,0,0,0,0,0.301029996,0,0,0,0,0,0.301029996,0,7
2,21.848,37.485,16.767,19.875,17.457,310.81,350.84,267.44,181.4,338.1,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,0,0,0,0,0.77815125,0,7
2,21.23,36.867,16.148,27.132,16.938,289.6,329.63,246.23,166,325.68,0.903089987,0,0,0,0,0,0.903089987,0,0,0,0,0,0.903089987,0,0,0,0,0,0.903089987,0,7
2,22.587,36.048,17.877,30.637,18.607,306.96,321.16,281.1,201,353.29,4.301029996,0,0,0,0,0,4.301029996,0,0,0,0,0,4.301029996,0,0,0,0,0,4.301029996,0,5
2,21.893,37.53,16.812,19.837,17.5,310.81,350.84,267.44,176.1,338.1,1.72427587,0,0,0,0,0,1.72427587,0,0,0,0,0,1.72427587,0,0,0,0,0,1.72427587,0,7
2,21.708,37.345,16.627,19.785,17.315,303.89,343.92,260.52,176.1,334.02,1.903089987,0,0,0,0,0,1.903089987,0,0,0,0,0,1.903089987,0,0,0,0,0,1.903089987,0,7
2,23.302,38.938,18.22,29.33,18.91,341.87,381.9,298.5,184,363.7,1.851258349,0,0,0,0,0,1.851258349,0,0,0,0,0,1.851258349,0,0,0,0,0,1.851258349,0,7
2,25.218,40.855,20.137,31.945,20.96,356.88,396.91,313.51,193,389.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,25.483,41.12,20.402,35.787,21.225,364.8,404.83,321.43,223,390.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2,21.768,32.233,16.878,20.227,17.683,306.35,269.08,270.47,178.4,349.92,5.315254324,0,0,0,0,0,5.315254324,0,0,0,0,0,5.315254324,0,0,0,0,0,5.315254324,0,6
2,25.382,41.018,20.3,32.185,21.123,356.88,396.91,313.51,198.2,389.44,1.851258349,0,0,0,0,0,1.851258349,0,0,0,0,0,1.851258349,0,0,0,0,0,1.851258349,0,7
2,22.737,32.915,17.703,39.808,18.51,317.25,281.37,278.41,181.4,357.86,4.04300841,0,0,0,0,0,4.04300841,0,0,0,0,0,4.04300841,0,0,0,0,0,4.04300841,0,4
2,25.218,40.855,20.137,31.945,20.96,356.88,396.91,313.51,193,389.44,1.785329835,0,0,0,0,0,1.785329835,0,0,0,0,0,1.785329835,0,0,0,0,0,1.785329835,0,7
2,22.952,36.112,18.057,38.553,18.747,332.48,323.21,292.72,191.5,363.86,4.26587866,0,0,0,0,0,4.26587866,0,0,0,0,0,4.26587866,0,0,0,0,0,4.26587866,0,5
2,23.622,37.55,18.725,26.037,19.415,352.92,356.26,312.47,191.2,377.67,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,6
2,22.993,37.158,17.38,32.37,17.877,330.49,344.91,277.46,181.4,332.59,4.173186268,0,0,0,0,0,4.173186268,0,0,0,0,0,4.173186268,0,0,0,0,0,4.173186268,0,5
2,21.893,37.53,16.812,19.837,17.5,310.81,350.84,267.44,176.1,338.1,0.602059991,0,0,0,0,0,0.602059991,0,0,0,0,0,0.602059991,0,0,0,0,0,0.602059991,0,7
2,22.952,36.112,18.057,38.553,18.747,332.48,323.21,292.72,191.5,363.86,2.872738827,0,0,0,0,0,2.872738827,0,0,0,0,0,2.872738827,0,0,0,0,0,2.872738827,0,5
2,23.297,38.933,18.215,29.558,19.038,331.95,371.98,288.58,184,361.66,2.29666519,0,0,0,0,0,2.29666519,0,0,0,0,0,2.29666519,0,0,0,0,0,2.29666519,0,7
2,22.188,37.825,17.107,28.798,16.217,316.24,356.27,272.87,157,311.81,1.755874856,0,0,0,0,0,1.755874856,0,0,0,0,0,1.755874856,0,0,0,0,0,1.755874856,0,7
2,22.318,32.498,17.285,52.858,18.092,312.18,272.11,268.79,170.9,348.24,4.781611782,0,0,0,0,0,4.781611782,0,0,0,0,0,4.781611782,0,0,0,0,0,4.781611782,0,6
2,21.848,37.485,16.767,19.875,17.457,310.81,350.84,267.44,181.4,338.1,2.235528447,0,0,0,0,0,2.235528447,0,0,0,0,0,2.235528447,0,0,0,0,0,2.235528447,0,7
2,22.287,36.215,17.39,18.915,18.078,321.86,325.2,281.41,184.8,352.07,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,0,0,0,0,3.776701184,0,6
